Unnamed: 0,date,area_name,area_code,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,new_deaths
33115,2022-10-15,Kingston upon Thames,E09000021,-20.0,-3.0,69.0,-5,-1.0,1.0,1.0
13635,2022-10-15,Hammersmith and Fulham,E09000013,-30.0,-9.0,3.0,-31,-23.0,1.0,1.0
12661,2022-10-15,Hackney,E09000012,-24.0,-8.0,-8.0,-24,-17.0,0.0,0.0
3895,2022-10-15,Barking and Dagenham,E09000002,-17.0,2.0,27.0,-6,-19.0,0.0,0.0
28245,2022-10-15,Tower Hamlets,E09000030,-13.0,-2.0,-9.0,-17,-9.0,0.0,2.0
21427,2022-10-15,Lewisham,E09000023,-8.0,-1.0,-15.0,-17,-17.0,1.0,0.0
19479,2022-10-15,Islington,E09000019,-31.0,-5.0,-10.0,-49,-12.0,0.0,0.0
5843,2022-10-15,Bexley,E09000004,-17.0,5.0,32.0,-26,-12.0,1.0,1.0
30193,2022-10-15,Wandsworth,E09000032,-26.0,-16.0,41.0,-18,-8.0,0.0,0.0
14609,2022-10-15,Haringey,E09000014,0.0,-10.0,-16.0,4,-26.0,0.0,0.0
11687,2022-10-15,Enfield,E09000010,-21.0,-9.0,10.0,-25,-15.0,1.0,1.0
27271,2022-10-15,Sutton,E09000029,-17.0,0.0,3.0,-29,-11.0,0.0,0.0
22401,2022-10-15,Merton,E09000024,-24.0,-10.0,-15.0,-5,-12.0,0.0,1.0
16557,2022-10-15,Havering,E09000016,-13.0,0.0,-7.0,-10,-5.0,0.0,0.0
6817,2022-10-15,Brent,E09000005,-11.0,0.0,24.0,-12,-12.0,0.0,1.0
18505,2022-10-15,Hounslow,E09000018,-9.0,14.0,-2.0,6,-2.0,0.0,0.0
8765,2022-10-15,Camden,E09000007,-21.0,-5.0,-14.0,14,-9.0,0.0,0.0
31167,2022-10-15,Greenwich,E09000011,-5.0,4.0,-18.0,3,-12.0,1.0,0.0
15583,2022-10-15,Harrow,E09000015,-13.0,18.0,47.0,6,5.0,0.0,0.0
10713,2022-10-15,Ealing,E09000009,-11.0,-4.0,15.0,-13,-12.0,0.0,0.0
26297,2022-10-15,Southwark,E09000028,-22.0,-8.0,-8.0,1,-4.0,-1.0,0.0
23375,2022-10-15,Newham,E09000025,-22.0,-1.0,82.0,-8,-1.0,-1.0,1.0
32141,2022-10-15,Kensington and Chelsea,E09000020,-25.0,9.0,-11.0,-23,-21.0,0.0,0.0
1947,2022-10-15,City of London,E09000001,-10.0,-42.0,-7.0,8,,,0.0
7791,2022-10-15,Bromley,E09000006,-17.0,6.0,-10.0,-14,-2.0,0.0,1.0
17531,2022-10-15,Hillingdon,E09000017,-10.0,-9.0,144.0,1,-7.0,0.0,0.0
24349,2022-10-15,Redbridge,E09000026,-18.0,-5.0,-19.0,-17,-12.0,0.0,1.0
9739,2022-10-15,Croydon,E09000008,-20.0,3.0,1.0,-24,-10.0,0.0,0.0
25323,2022-10-15,Richmond upon Thames,E09000027,-23.0,0.0,-19.0,-18,-14.0,0.0,0.0
4869,2022-10-15,Barnet,E09000003,-16.0,4.0,-4.0,-13,-10.0,0.0,1.0
2921,2022-10-15,Westminster,E09000033,-24.0,3.0,-30.0,-8,-18.0,0.0,0.0
29219,2022-10-15,Waltham Forest,E09000031,-13.0,-3.0,-29.0,-19,-20.0,1.0,1.0
20453,2022-10-15,Lambeth,E09000022,-23.0,-9.0,35.0,0,-4.0,0.0,0.0
2920,2022-10-14,Westminster,E09000033,-37.0,-8.0,-20.0,-20,-39.0,7.0,1.0
23374,2022-10-14,Newham,E09000025,-18.0,2.0,135.0,-17,-25.0,4.0,0.0
26296,2022-10-14,Southwark,E09000028,-28.0,-5.0,-10.0,-25,-32.0,7.0,0.0
10712,2022-10-14,Ealing,E09000009,-10.0,-6.0,-12.0,-24,-30.0,6.0,0.0
15582,2022-10-14,Harrow,E09000015,-14.0,17.0,30.0,-9,-26.0,7.0,1.0
3894,2022-10-14,Barking and Dagenham,E09000002,-15.0,10.0,29.0,-11,-29.0,3.0,0.0
30192,2022-10-14,Wandsworth,E09000032,-26.0,-12.0,50.0,-18,-40.0,10.0,0.0
18504,2022-10-14,Hounslow,E09000018,0.0,3.0,10.0,-7,-26.0,5.0,0.0
8764,2022-10-14,Camden,E09000007,-30.0,-2.0,-4.0,-7,-41.0,9.0,1.0
6816,2022-10-14,Brent,E09000005,-15.0,4.0,10.0,-17,-29.0,5.0,0.0
28244,2022-10-14,Tower Hamlets,E09000030,-25.0,-3.0,-13.0,-32,-43.0,9.0,0.0
31166,2022-10-14,Greenwich,E09000011,-6.0,6.0,-6.0,-4,-38.0,7.0,1.0
1946,2022-10-14,City of London,E09000001,-57.0,-59.0,-40.0,-34,-30.0,,0.0
21426,2022-10-14,Lewisham,E09000023,-4.0,4.0,-7.0,-22,-39.0,8.0,1.0
19478,2022-10-14,Islington,E09000019,-41.0,-15.0,-10.0,-65,-48.0,10.0,0.0
22400,2022-10-14,Merton,E09000024,-26.0,-5.0,-25.0,-25,-34.0,7.0,1.0
27270,2022-10-14,Sutton,E09000029,-17.0,4.0,6.0,-35,-38.0,7.0,0.0
20452,2022-10-14,Lambeth,E09000022,-23.0,-6.0,40.0,-31,-37.0,9.0,1.0
11686,2022-10-14,Enfield,E09000010,-21.0,-5.0,-2.0,-34,-30.0,5.0,0.0
14608,2022-10-14,Haringey,E09000014,-20.0,-8.0,-13.0,-24,-40.0,6.0,1.0
29218,2022-10-14,Waltham Forest,E09000031,-13.0,-5.0,-14.0,-29,-38.0,6.0,1.0
5842,2022-10-14,Bexley,E09000004,-21.0,5.0,33.0,-31,-32.0,7.0,0.0
32140,2022-10-14,Kensington and Chelsea,E09000020,-29.0,1.0,-21.0,-31,-40.0,8.0,0.0
16556,2022-10-14,Havering,E09000016,-14.0,3.0,0.0,-18,-29.0,6.0,1.0
4868,2022-10-14,Barnet,E09000003,-19.0,-2.0,-1.0,-24,-32.0,7.0,1.0
24348,2022-10-14,Redbridge,E09000026,-17.0,-4.0,-19.0,-25,-38.0,6.0,0.0
17530,2022-10-14,Hillingdon,E09000017,-12.0,-7.0,140.0,-4,-29.0,5.0,0.0
7790,2022-10-14,Bromley,E09000006,-15.0,9.0,-5.0,-27,-40.0,8.0,1.0
33114,2022-10-14,Kingston upon Thames,E09000021,-23.0,-6.0,76.0,-18,-34.0,8.0,0.0
25322,2022-10-14,Richmond upon Thames,E09000027,-23.0,1.0,7.0,-29,-49.0,8.0,0.0
9738,2022-10-14,Croydon,E09000008,-20.0,7.0,-7.0,-25,-30.0,6.0,0.0
13634,2022-10-14,Hammersmith and Fulham,E09000013,-33.0,-11.0,-13.0,-36,-45.0,8.0,0.0
12660,2022-10-14,Hackney,E09000012,-25.0,-4.0,-5.0,-31,-38.0,8.0,1.0
2919,2022-10-13,Westminster,E09000033,-28.0,-5.0,-10.0,-17,-36.0,6.0,0.0
20451,2022-10-13,Lambeth,E09000022,-19.0,-10.0,39.0,-26,-33.0,6.0,0.0
4867,2022-10-13,Barnet,E09000003,-18.0,-2.0,12.0,-22,-33.0,6.0,0.0
13633,2022-10-13,Hammersmith and Fulham,E09000013,-31.0,-10.0,-6.0,-35,-41.0,6.0,0.0
12659,2022-10-13,Hackney,E09000012,-23.0,-4.0,0.0,-31,-34.0,5.0,0.0
31165,2022-10-13,Greenwich,E09000011,-14.0,7.0,-1.0,-11,-38.0,6.0,0.0
21425,2022-10-13,Lewisham,E09000023,-7.0,6.0,1.0,-22,-34.0,6.0,0.0
1945,2022-10-13,City of London,E09000001,-40.0,-45.0,-29.0,-23,-22.0,,0.0
22399,2022-10-13,Merton,E09000024,-25.0,-11.0,-28.0,-26,-34.0,6.0,0.0
9737,2022-10-13,Croydon,E09000008,-17.0,9.0,6.0,-24,-26.0,6.0,0.0
19477,2022-10-13,Islington,E09000019,-35.0,-13.0,-18.0,-63,-42.0,7.0,0.0
28243,2022-10-13,Tower Hamlets,E09000030,-15.0,-4.0,-6.0,-27,-38.0,6.0,0.0
27269,2022-10-13,Sutton,E09000029,-16.0,4.0,16.0,-37,-37.0,7.0,0.0
11685,2022-10-13,Enfield,E09000010,-21.0,-5.0,5.0,-35,-31.0,4.0,0.0
25321,2022-10-13,Richmond upon Thames,E09000027,-24.0,1.0,9.0,-28,-45.0,8.0,1.0
29217,2022-10-13,Waltham Forest,E09000031,-13.0,-1.0,-13.0,-27,-35.0,5.0,2.0
14607,2022-10-13,Haringey,E09000014,-23.0,-8.0,-5.0,-24,-38.0,5.0,0.0
16555,2022-10-13,Havering,E09000016,-13.0,5.0,1.0,-16,-26.0,5.0,1.0
5841,2022-10-13,Bexley,E09000004,-20.0,5.0,33.0,-28,-31.0,6.0,0.0
6815,2022-10-13,Brent,E09000005,-10.0,3.0,27.0,-14,-29.0,4.0,0.0
3893,2022-10-13,Barking and Dagenham,E09000002,-15.0,6.0,28.0,-8,-31.0,3.0,0.0
33113,2022-10-13,Kingston upon Thames,E09000021,-21.0,-6.0,,-17,-32.0,7.0,1.0
15581,2022-10-13,Harrow,E09000015,-11.0,12.0,47.0,-7,-22.0,6.0,1.0
32139,2022-10-13,Kensington and Chelsea,E09000020,-25.0,0.0,-20.0,-27,-39.0,6.0,1.0
7789,2022-10-13,Bromley,E09000006,-15.0,7.0,5.0,-29,-34.0,7.0,0.0
23373,2022-10-13,Newham,E09000025,-2.0,4.0,368.0,-16,-24.0,3.0,0.0
26295,2022-10-13,Southwark,E09000028,-24.0,-8.0,-1.0,-22,-27.0,6.0,0.0
30191,2022-10-13,Wandsworth,E09000032,-28.0,-14.0,3.0,-18,-36.0,8.0,0.0
17529,2022-10-13,Hillingdon,E09000017,-10.0,-3.0,158.0,-4,-29.0,5.0,2.0
10711,2022-10-13,Ealing,E09000009,-8.0,-4.0,11.0,-23,-29.0,5.0,1.0
24347,2022-10-13,Redbridge,E09000026,-15.0,-7.0,-9.0,-29,-37.0,5.0,0.0
8763,2022-10-13,Camden,E09000007,-27.0,-3.0,-8.0,-5,-37.0,6.0,0.0
18503,2022-10-13,Hounslow,E09000018,-12.0,5.0,12.0,-13,-25.0,4.0,1.0
15580,2022-10-12,Harrow,E09000015,-10.0,13.0,35.0,-6,-19.0,6.0,0.0
11684,2022-10-12,Enfield,E09000010,-23.0,-8.0,2.0,-34,-31.0,5.0,2.0
32138,2022-10-12,Kensington and Chelsea,E09000020,-24.0,0.0,-15.0,-26,-37.0,7.0,0.0
14606,2022-10-12,Haringey,E09000014,5.0,-9.0,-13.0,-18,-39.0,6.0,0.0
7788,2022-10-12,Bromley,E09000006,-15.0,5.0,3.0,-26,-34.0,8.0,0.0
16554,2022-10-12,Havering,E09000016,-13.0,-3.0,-1.0,-20,-26.0,5.0,0.0
1944,2022-10-12,City of London,E09000001,-40.0,-45.0,-19.0,-24,-30.0,,0.0
25320,2022-10-12,Richmond upon Thames,E09000027,-25.0,-3.0,7.0,-31,-46.0,8.0,0.0
2918,2022-10-12,Westminster,E09000033,-28.0,-5.0,-7.0,-19,-36.0,6.0,1.0
23372,2022-10-12,Newham,E09000025,-15.0,1.0,157.0,-18,-21.0,4.0,1.0
26294,2022-10-12,Southwark,E09000028,-25.0,-9.0,3.0,-24,-31.0,6.0,0.0
18502,2022-10-12,Hounslow,E09000018,-12.0,3.0,14.0,-11,-22.0,4.0,0.0
8762,2022-10-12,Camden,E09000007,-27.0,-9.0,-1.0,-7,-36.0,7.0,0.0
10710,2022-10-12,Ealing,E09000009,-5.0,-5.0,3.0,-22,-31.0,5.0,0.0
27268,2022-10-12,Sutton,E09000029,-15.0,6.0,17.0,-35,-36.0,7.0,1.0
22398,2022-10-12,Merton,E09000024,-25.0,-12.0,-20.0,-26,-32.0,6.0,0.0
24346,2022-10-12,Redbridge,E09000026,-19.0,-4.0,-17.0,-25,-38.0,5.0,0.0
9736,2022-10-12,Croydon,E09000008,-17.0,2.0,0.0,-24,-26.0,6.0,0.0
20450,2022-10-12,Lambeth,E09000022,-20.0,-10.0,46.0,-31,-32.0,7.0,0.0
17528,2022-10-12,Hillingdon,E09000017,-10.0,-9.0,157.0,-3,-29.0,5.0,0.0
31164,2022-10-12,Greenwich,E09000011,-19.0,5.0,-3.0,-9,-35.0,6.0,0.0
33112,2022-10-12,Kingston upon Thames,E09000021,-26.0,-5.0,,-22,-32.0,7.0,1.0
6814,2022-10-12,Brent,E09000005,-14.0,2.0,16.0,-20,-29.0,4.0,1.0
13632,2022-10-12,Hammersmith and Fulham,E09000013,-25.0,-11.0,-4.0,-34,-43.0,6.0,0.0
28242,2022-10-12,Tower Hamlets,E09000030,-16.0,-7.0,-9.0,-29,-36.0,7.0,0.0
5840,2022-10-12,Bexley,E09000004,-21.0,3.0,28.0,-31,-32.0,6.0,2.0
12658,2022-10-12,Hackney,E09000012,-24.0,-9.0,10.0,-33,-35.0,7.0,0.0
29216,2022-10-12,Waltham Forest,E09000031,-15.0,-3.0,-19.0,-28,-34.0,6.0,2.0
21424,2022-10-12,Lewisham,E09000023,-4.0,4.0,3.0,-23,-32.0,7.0,0.0
4866,2022-10-12,Barnet,E09000003,-18.0,-5.0,-3.0,-22,-33.0,7.0,0.0
30190,2022-10-12,Wandsworth,E09000032,-27.0,-16.0,3.0,-22,-35.0,8.0,0.0
3892,2022-10-12,Barking and Dagenham,E09000002,-18.0,6.0,16.0,-17,-30.0,3.0,0.0
19476,2022-10-12,Islington,E09000019,-35.0,-15.0,-11.0,-65,-43.0,8.0,1.0
3891,2022-10-11,Barking and Dagenham,E09000002,-16.0,0.0,35.0,-10,-34.0,3.0,0.0
22397,2022-10-11,Merton,E09000024,-24.0,-13.0,-10.0,-24,-33.0,7.0,1.0
21423,2022-10-11,Lewisham,E09000023,-4.0,2.0,14.0,-21,-33.0,6.0,1.0
1943,2022-10-11,City of London,E09000001,-41.0,-47.0,-26.0,-26,-25.0,,0.0
12657,2022-10-11,Hackney,E09000012,-28.0,-11.0,8.0,-35,-36.0,5.0,1.0
10709,2022-10-11,Ealing,E09000009,-12.0,4.0,20.0,-20,-29.0,5.0,0.0
32137,2022-10-11,Kensington and Chelsea,E09000020,-24.0,2.0,-15.0,-29,-37.0,6.0,0.0
6813,2022-10-11,Brent,E09000005,-13.0,1.0,40.0,-20,-28.0,4.0,0.0
7787,2022-10-11,Bromley,E09000006,-13.0,10.0,6.0,-27,-34.0,7.0,0.0
27267,2022-10-11,Sutton,E09000029,-16.0,3.0,24.0,-35,-37.0,7.0,1.0
19475,2022-10-11,Islington,E09000019,-36.0,-14.0,-1.0,-65,-43.0,7.0,0.0
33111,2022-10-11,Kingston upon Thames,E09000021,-24.0,-6.0,,-21,-32.0,6.0,0.0
31163,2022-10-11,Greenwich,E09000011,-3.0,4.0,15.0,-5,-37.0,6.0,0.0
15579,2022-10-11,Harrow,E09000015,-6.0,14.0,62.0,-5,-19.0,6.0,2.0
26293,2022-10-11,Southwark,E09000028,-24.0,-9.0,6.0,-23,-30.0,6.0,0.0
23371,2022-10-11,Newham,E09000025,-9.0,3.0,174.0,-18,-24.0,3.0,0.0
11683,2022-10-11,Enfield,E09000010,-19.0,-10.0,18.0,-34,-32.0,4.0,1.0
4865,2022-10-11,Barnet,E09000003,-21.0,-8.0,16.0,-23,-36.0,5.0,0.0
17527,2022-10-11,Hillingdon,E09000017,-9.0,-2.0,146.0,-2,-27.0,5.0,3.0
13631,2022-10-11,Hammersmith and Fulham,E09000013,-28.0,-12.0,0.0,-33,-42.0,6.0,0.0
16553,2022-10-11,Havering,E09000016,-14.0,2.0,8.0,-18,-26.0,5.0,0.0
20449,2022-10-11,Lambeth,E09000022,-19.0,-9.0,66.0,-28,-30.0,7.0,2.0
28241,2022-10-11,Tower Hamlets,E09000030,-16.0,-3.0,8.0,-30,-37.0,6.0,0.0
25319,2022-10-11,Richmond upon Thames,E09000027,-25.0,0.0,13.0,-30,-47.0,8.0,0.0
9735,2022-10-11,Croydon,E09000008,-15.0,7.0,15.0,-25,-28.0,6.0,0.0
8761,2022-10-11,Camden,E09000007,-25.0,-5.0,13.0,-7,-37.0,6.0,0.0
30189,2022-10-11,Wandsworth,E09000032,-27.0,-18.0,12.0,-20,-35.0,8.0,1.0
14605,2022-10-11,Haringey,E09000014,-23.0,-11.0,3.0,-27,-42.0,5.0,0.0
5839,2022-10-11,Bexley,E09000004,-22.0,3.0,38.0,-32,-30.0,6.0,0.0
2917,2022-10-11,Westminster,E09000033,-28.0,-6.0,-5.0,-18,-35.0,5.0,0.0
24345,2022-10-11,Redbridge,E09000026,-14.0,-1.0,-5.0,-23,-39.0,5.0,1.0
29215,2022-10-11,Waltham Forest,E09000031,-16.0,-4.0,-8.0,-28,-37.0,6.0,1.0
18501,2022-10-11,Hounslow,E09000018,-9.0,4.0,27.0,-11,-26.0,4.0,1.0
15578,2022-10-10,Harrow,E09000015,-5.0,17.0,68.0,-10,-24.0,7.0,0.0
20448,2022-10-10,Lambeth,E09000022,-24.0,-11.0,69.0,-34,-38.0,9.0,0.0
8760,2022-10-10,Camden,E09000007,-28.0,-13.0,23.0,-9,-44.0,9.0,0.0
27266,2022-10-10,Sutton,E09000029,-18.0,4.0,33.0,-38,-39.0,7.0,0.0
3890,2022-10-10,Barking and Dagenham,E09000002,-17.0,3.0,48.0,-17,-34.0,4.0,0.0
18500,2022-10-10,Hounslow,E09000018,-5.0,7.0,24.0,-12,-28.0,5.0,0.0
28240,2022-10-10,Tower Hamlets,E09000030,-19.0,-7.0,13.0,-28,-43.0,9.0,0.0
30188,2022-10-10,Wandsworth,E09000032,-28.0,-16.0,15.0,-26,-42.0,10.0,0.0
29214,2022-10-10,Waltham Forest,E09000031,-15.0,-3.0,-10.0,-31,-39.0,7.0,0.0
16552,2022-10-10,Havering,E09000016,-14.0,2.0,5.0,-22,-29.0,6.0,0.0
25318,2022-10-10,Richmond upon Thames,E09000027,-26.0,2.0,9.0,-32,-49.0,9.0,0.0
9734,2022-10-10,Croydon,E09000008,-17.0,3.0,18.0,-24,-28.0,7.0,0.0
4864,2022-10-10,Barnet,E09000003,-23.0,-4.0,8.0,-28,-40.0,9.0,0.0
13630,2022-10-10,Hammersmith and Fulham,E09000013,-30.0,-13.0,8.0,-34,-46.0,9.0,0.0
24344,2022-10-10,Redbridge,E09000026,-14.0,-5.0,-3.0,-28,-40.0,6.0,0.0
17526,2022-10-10,Hillingdon,E09000017,-9.0,-1.0,175.0,-7,-30.0,6.0,2.0
10708,2022-10-10,Ealing,E09000009,-15.0,5.0,17.0,-19,-32.0,6.0,0.0
33110,2022-10-10,Kingston upon Thames,E09000021,-18.0,-4.0,,-24,-36.0,9.0,1.0
1942,2022-10-10,City of London,E09000001,-50.0,-56.0,-32.0,-35,-34.0,,0.0
12656,2022-10-10,Hackney,E09000012,-31.0,-9.0,11.0,-40,-42.0,8.0,0.0
7786,2022-10-10,Bromley,E09000006,-18.0,7.0,5.0,-30,-39.0,9.0,0.0
23370,2022-10-10,Newham,E09000025,-11.0,2.0,178.0,-12,-27.0,5.0,0.0
26292,2022-10-10,Southwark,E09000028,-26.0,-7.0,6.0,-28,-34.0,8.0,0.0
32136,2022-10-10,Kensington and Chelsea,E09000020,-25.0,3.0,-17.0,-27,-39.0,8.0,0.0
6812,2022-10-10,Brent,E09000005,-13.0,4.0,44.0,-21,-30.0,5.0,0.0
11682,2022-10-10,Enfield,E09000010,-20.0,-9.0,17.0,-37,-33.0,5.0,1.0
19474,2022-10-10,Islington,E09000019,-40.0,-17.0,-12.0,-65,-49.0,10.0,0.0
2916,2022-10-10,Westminster,E09000033,-28.0,-2.0,0.0,-19,-41.0,8.0,0.0
22396,2022-10-10,Merton,E09000024,-24.0,-9.0,-6.0,-27,-35.0,7.0,0.0
21422,2022-10-10,Lewisham,E09000023,-4.0,0.0,11.0,-25,-39.0,8.0,1.0
31162,2022-10-10,Greenwich,E09000011,5.0,5.0,10.0,-4,-39.0,7.0,0.0
14604,2022-10-10,Haringey,E09000014,-21.0,-10.0,-5.0,-29,-44.0,7.0,0.0
5838,2022-10-10,Bexley,E09000004,-22.0,1.0,37.0,-31,-34.0,7.0,0.0
12655,2022-10-09,Hackney,E09000012,-22.0,-11.0,8.0,-15,-12.0,-1.0,1.0
26291,2022-10-09,Southwark,E09000028,-21.0,-3.0,9.0,-23,-3.0,-1.0,1.0
3889,2022-10-09,Barking and Dagenham,E09000002,-17.0,-6.0,63.0,-3,-18.0,-1.0,0.0
21421,2022-10-09,Lewisham,E09000023,-5.0,-4.0,25.0,-11,-13.0,-1.0,0.0
18499,2022-10-09,Hounslow,E09000018,-2.0,10.0,24.0,10,-4.0,-1.0,0.0
1941,2022-10-09,City of London,E09000001,-18.0,-54.0,-32.0,-3,,,0.0
13629,2022-10-09,Hammersmith and Fulham,E09000013,-31.0,-18.0,16.0,-31,-20.0,-1.0,0.0
33109,2022-10-09,Kingston upon Thames,E09000021,-17.0,-7.0,118.0,-5,-2.0,-1.0,1.0
11681,2022-10-09,Enfield,E09000010,-24.0,-11.0,31.0,-19,-12.0,0.0,1.0
8759,2022-10-09,Camden,E09000007,-18.0,-8.0,11.0,13,-16.0,-1.0,0.0
15577,2022-10-09,Harrow,E09000015,-11.0,7.0,75.0,15,15.0,-1.0,0.0
31161,2022-10-09,Greenwich,E09000011,1.0,4.0,5.0,8,-10.0,-1.0,0.0
19473,2022-10-09,Islington,E09000019,4.0,-11.0,30.0,-45,-13.0,-1.0,0.0
28239,2022-10-09,Tower Hamlets,E09000030,-13.0,-16.0,6.0,-14,-8.0,-1.0,0.0
7785,2022-10-09,Bromley,E09000006,-14.0,6.0,19.0,-11,2.0,-1.0,0.0
23369,2022-10-09,Newham,E09000025,3.0,-6.0,340.0,3,-1.0,-2.0,0.0
22395,2022-10-09,Merton,E09000024,-21.0,-16.0,-1.0,-14,-12.0,-1.0,1.0
30187,2022-10-09,Wandsworth,E09000032,-21.0,-15.0,2.0,-15,0.0,-1.0,1.0
32135,2022-10-09,Kensington and Chelsea,E09000020,-29.0,-1.0,-12.0,-17,-20.0,-1.0,0.0
10707,2022-10-09,Ealing,E09000009,-13.0,7.0,19.0,-7,-10.0,-1.0,1.0
14603,2022-10-09,Haringey,E09000014,23.0,-12.0,-7.0,24,-25.0,-1.0,0.0
17525,2022-10-09,Hillingdon,E09000017,-8.0,-9.0,159.0,4,-2.0,-1.0,0.0
27265,2022-10-09,Sutton,E09000029,-22.0,-2.0,32.0,-26,-10.0,0.0,0.0
16551,2022-10-09,Havering,E09000016,-13.0,1.0,28.0,0,-1.0,-1.0,0.0
4863,2022-10-09,Barnet,E09000003,-18.0,-1.0,16.0,-12,-8.0,0.0,2.0
29213,2022-10-09,Waltham Forest,E09000031,-12.0,-7.0,8.0,-16,-16.0,0.0,0.0
20447,2022-10-09,Lambeth,E09000022,-21.0,-8.0,69.0,-4,-6.0,-1.0,0.0
6811,2022-10-09,Brent,E09000005,-11.0,1.0,45.0,-12,-9.0,-1.0,0.0
5837,2022-10-09,Bexley,E09000004,-21.0,-2.0,51.0,-23,-9.0,0.0,0.0
9733,2022-10-09,Croydon,E09000008,-6.0,3.0,18.0,-11,-6.0,0.0,1.0
24343,2022-10-09,Redbridge,E09000026,-16.0,-11.0,6.0,-13,-14.0,-1.0,0.0
2915,2022-10-09,Westminster,E09000033,-19.0,0.0,-2.0,5,-17.0,-1.0,0.0
25317,2022-10-09,Richmond upon Thames,E09000027,-22.0,-7.0,9.0,-31,-19.0,-2.0,0.0
22394,2022-10-08,Merton,E09000024,-21.0,-8.0,0.0,-11,-12.0,-1.0,0.0
4862,2022-10-08,Barnet,E09000003,-15.0,6.0,19.0,-8,-10.0,0.0,0.0
16550,2022-10-08,Havering,E09000016,-13.0,2.0,15.0,-10,-2.0,0.0,0.0
23368,2022-10-08,Newham,E09000025,-20.0,-4.0,121.0,-18,-2.0,-1.0,0.0
30186,2022-10-08,Wandsworth,E09000032,-27.0,-14.0,9.0,-25,-8.0,0.0,1.0
28238,2022-10-08,Tower Hamlets,E09000030,-12.0,-3.0,6.0,-11,-11.0,0.0,0.0
9732,2022-10-08,Croydon,E09000008,-17.0,6.0,28.0,-33,-11.0,0.0,0.0
29212,2022-10-08,Waltham Forest,E09000031,-15.0,-2.0,-18.0,-21,-19.0,0.0,0.0
14602,2022-10-08,Haringey,E09000014,-18.0,-10.0,-6.0,-21,-26.0,0.0,0.0
32134,2022-10-08,Kensington and Chelsea,E09000020,-27.0,12.0,-5.0,-12,-19.0,0.0,0.0
26290,2022-10-08,Southwark,E09000028,-21.0,-6.0,6.0,-27,-5.0,-1.0,0.0
19472,2022-10-08,Islington,E09000019,-32.0,-5.0,15.0,-53,-13.0,0.0,0.0
12654,2022-10-08,Hackney,E09000012,-23.0,-6.0,5.0,-36,-17.0,0.0,0.0
24342,2022-10-08,Redbridge,E09000026,-15.0,-8.0,-11.0,-13,-13.0,-1.0,0.0
33108,2022-10-08,Kingston upon Thames,E09000021,-15.0,0.0,89.0,-22,1.0,0.0,0.0
11680,2022-10-08,Enfield,E09000010,-20.0,-8.0,22.0,-34,-15.0,0.0,1.0
5836,2022-10-08,Bexley,E09000004,-19.0,3.0,62.0,-31,-11.0,0.0,0.0
1940,2022-10-08,City of London,E09000001,-28.0,-51.0,-30.0,-27,,,0.0
17524,2022-10-08,Hillingdon,E09000017,-7.0,-5.0,168.0,9,-8.0,-1.0,0.0
10706,2022-10-08,Ealing,E09000009,-15.0,5.0,29.0,-9,-12.0,0.0,0.0
7784,2022-10-08,Bromley,E09000006,-12.0,11.0,12.0,-40,-1.0,1.0,1.0
13628,2022-10-08,Hammersmith and Fulham,E09000013,-24.0,-6.0,28.0,-28,-22.0,0.0,0.0
25316,2022-10-08,Richmond upon Thames,E09000027,-19.0,1.0,0.0,-32,-14.0,0.0,0.0
2914,2022-10-08,Westminster,E09000033,-27.0,-1.0,-24.0,-18,-19.0,0.0,0.0
15576,2022-10-08,Harrow,E09000015,-8.0,16.0,84.0,8,7.0,0.0,0.0
18498,2022-10-08,Hounslow,E09000018,-7.0,13.0,16.0,8,-3.0,-1.0,1.0
21420,2022-10-08,Lewisham,E09000023,0.0,0.0,9.0,-21,-18.0,0.0,0.0
3888,2022-10-08,Barking and Dagenham,E09000002,-17.0,1.0,49.0,-5,-19.0,-1.0,0.0
31160,2022-10-08,Greenwich,E09000011,-13.0,6.0,-12.0,4,-12.0,0.0,0.0
8758,2022-10-08,Camden,E09000007,-24.0,-8.0,-1.0,-19,-9.0,1.0,0.0
27264,2022-10-08,Sutton,E09000029,-17.0,4.0,35.0,-39,-13.0,0.0,0.0
20446,2022-10-08,Lambeth,E09000022,-21.0,-8.0,56.0,-29,-2.0,-1.0,0.0
6810,2022-10-08,Brent,E09000005,-11.0,0.0,46.0,-14,-12.0,0.0,0.0
14601,2022-10-07,Haringey,E09000014,-20.0,-10.0,-7.0,-22,-40.0,6.0,0.0
9731,2022-10-07,Croydon,E09000008,-21.0,6.0,1.0,-24,-28.0,6.0,0.0
6809,2022-10-07,Brent,E09000005,23.0,3.0,36.0,1,-30.0,5.0,0.0
11679,2022-10-07,Enfield,E09000010,-21.0,-7.0,1.0,-34,-31.0,5.0,1.0
18497,2022-10-07,Hounslow,E09000018,-11.0,3.0,8.0,-11,-26.0,5.0,0.0
28237,2022-10-07,Tower Hamlets,E09000030,-24.0,-2.0,-9.0,-28,-42.0,8.0,0.0
1939,2022-10-07,City of London,E09000001,-54.0,-59.0,-40.0,-30,-37.0,,0.0
16549,2022-10-07,Havering,E09000016,-13.0,4.0,9.0,-18,-30.0,5.0,1.0
